Brand,Main_Category,Sub_Category,Source_URL,Model_Name,Variant_Description,SKU,MRP,Selling_Price,Dealer_Price,Approx_Price,Product_Description,Image_URL,Wattage_W,Capacity_L,Warranty,Datasheet_URL,Certifications,BIS_Registration,Country_of_Origin,HSN_Code
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/proxima-90-chimney-t-shape-ghkcnbwk0.html,,Standard,SKUGHKCNBWK0,50595.00,26500.00,N/A,N/A,"Key Features 1700 m³/h suction for powerful performance Control operations with just a hand wave! Intuitive & colourful display for easy understanding Easy to use, convenient Interface Filterless, with heat auto clean function for efficient & effortless cleaning Lifetime (15 Years) warranty on Motors 5 Years comprehensive product warranty",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/p/r/proxima-base.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/proxima-60-chimney-t-shape-ghkcnbvk0.html,,Standard,SKUGHKCNBVK0,47495.00,23500.00,N/A,N/A,"Key Features 1600 m³/h suction for powerful performance Control operations with just a hand wave! Intuitive & colourful display for easy understanding Easy to use, convenient Interface Filterless, with heat auto clean function for efficient & effortless Cleaning Lifetime (15 Years) warranty on motors 5 Years Comprehensive product warranty",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/p/r/proxima-base_1.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/canis-neo-90-chimney-curve-shape-ghkcnbtk0.html,,Standard,SKUGHKCNBTK0,50195.00,27000.00,N/A,N/A,"Key Features 1600 m³/h suction for powerful performance Control operations with just a hand wave! Intuitive & colourful display for easy understanding Easy to use, convenient Interface Fetterless, with heat auto clean function For efficient & effortless cleaning Lifetime (15 Years) warranty on motors 5 Years comprehensive product warranty",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/a/canis-neo-base.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/canis-neo-60-chimney-curve-shape-ghkcnbrk0.html,,Standard,SKUGHKCNBRK0,47195.00,24000.00,N/A,N/A,"Key Features 1600 m³/h Suction for powerful performance Control operations with just a hand wave! Intuitive & colourful display for easy understanding Easy to use, convenient Interface for efficient & effortless cleaning Lifetime (15 Years) warranty on Motors 5 Years comprehensive product warranty",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/a/canis-neo-base_1.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/altair-plus-60-chimney-t-shape-ghkcnbqk0.html,,Standard,SKUGHKCNBQK0,30295.00,15550.00,N/A,N/A,"Key Features 1250 m³/h suction for powerful performance Control operations with just a hand wave! Easy to use, convenient Interface Filterless with heat auto clean function for efficient & effortless cleaning Lifetime (15 Years) warranty on Motors",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/a/l/altair-plus.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/avior-plus-60-chimney-curved-ghkcnbpk0.html,,Standard,SKUGHKCNBPK0,29495.00,14705.00,N/A,N/A,"Key Features 1,250 m³/h Suction for powerful performance Control operations with just a hand wave! Easy to use, convenient Interface Filter less, with heat auto clean function For efficient & effortless cleaning Lifetime (15 Years) warranty on Motors",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/a/v/avior_60.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/avior-90-chimney-curved-ghkcnbhk0.html,,Standard,SKUGHKCNBHK0,34995.00,18995.00,N/A,N/A,"Key Features Powerful Suction : 1250 m³/h Suction for Powerful performance Gesture Control : Control operations with just a hand wave! Touch control : easy to use, convenient Interface Filterless, with heat Autoclean function : For Efficient & Effortless Cleaning",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/a/v/avior_2.jpg,N/A,N/A,N/A,https://havells.com#productDownloads,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/alnair-90-chimney-t-shape-ghkcnbgk0.html,,Standard,SKUGHKCNBGK0,38295.00,20595.00,N/A,N/A,"Key Features Powerful Suction : 1250 m³/h Suction for Powerful performance Gesture Control : Control operations with just a hand wave! Touch control : easy to use, convenient Interface Filterless, with heat Autoclean function : For Efficient & Effortless Cleaning",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/a/l/alnair_2.jpg,N/A,N/A,N/A,https://havells.com#productDownloads,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/altair-90-chimney-t-shape-ghkcnbfk0.html,,Standard,SKUGHKCNBFK0,35095.00,18995.00,N/A,N/A,"Key Features Powerful Suction : 1250 m³/h Suction for Powerful performance Gesture Control : Control operations with just a hand wave! Touch control : easy to use, convenient Interface Filterless, with heat Autoclean function : For Efficient & Effortless Cleaning",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/a/l/altair_90_1.jpg,N/A,N/A,N/A,https://havells.com#productDownloads,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/deneb-60-chimney-curved-shape-ghkcnbak000.html,,Standard,SKUGHKCNBAK000,34195.00,17795.00,N/A,N/A,"Key Features Powerful Suction : 1250 m 3 /hr Suction for Powerful performance Gesture Control : Control operations with just a hand wave! Touch control : easy to use, convenient Interface Filterless, with heat Autoclean function : For Efficient & Effortless Cleaning",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/d/e/deneb_1.jpg,N/A,N/A,N/A,https://havells.com#productDownloads,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/alnair-60-chimney-t-shaped-ghkcnazk000.html,,Standard,SKUGHKCNAZK000,33995.00,17995.00,N/A,N/A,"Key Features Powerful Suction : 1250 m³/h Suction for Powerful performance Gesture Control : Control operations with just a hand wave! Touch control : easy to use, convenient Interface Filterless, with heat Autoclean function : For Efficient & Effortless Cleaning",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/a/l/alnair_1.jpg,N/A,N/A,N/A,https://havells.com#productDownloads,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/deneb-90-chimney-curved-ghkcnbjk0.html,,Standard,SKUGHKCNBJK0,37995.00,20395.00,N/A,N/A,"Key Features Powerful Suction : 1250 m³/h suction for powerful performance Gesture Control : Control operations with just a hand wave Touch control : Easy to use, convenient Interface Filter-less Technology : For Efficient & Effortless Cleaning Multiple speed control options Efficient heat auto-clean Easy clean glass surface",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/d/e/deneb_1_1.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/incline-90-slant-autoclean-wave-sensing-ghkcnakk28021.html,,Standard,SKUGHKCNAKK28021,107595.00,80695.00,N/A,N/A,"Key Features Powerful Suction : 2400 m³/h suction for powerful performance Gesture Control : Control operations with just a hand wave! Intuitive & Colourful Display : Intuitive & colourful display for easy understanding Touch Control : Easy to use, convenient interface",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/i/n/incline_90_3_.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,chimney,https://havells.com/home-appliances/chimney-hob-cooktop/chimney/rigel-90-slant-dual-cavity-wave-sensing-ghkcnalk28021.html,,Standard,SKUGHKCNALK28021,107595.00,80695.00,N/A,N/A,Key Features Powerful Suction with BLDC Motor : 2400 m³/h suction for powerful performance Dual Cavity Independent Suction : Smoke free experience with independently controlled dual cavity suction for efficient suction Gesture Control : Control operations with just a hand wave! Intuitive & Colorful Display : Intuitive & colourful display for easy understanding,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/r/i/rigel_90_2_.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,hob,https://havells.com/home-appliances/chimney-hob-cooktop/hob/regio-4b-60-ai-auto-ignit-hob-4-burner-ghkbhark000.html,,Standard,SKUGHKBHARK000,51295.00,28795.00,N/A,N/A,"Key Features 8 mm thick Toughened glass : Protects glass top from breakage Triple Ring Full Brass Burner : More Durable, Longer Performance Enameled Drip Tray : For convenient cleaning of any spillage Heavy Cast Iron pan Support : Suitable for Indian Kitchen Heavy Utensil Needs",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghkbhark000_1_.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,hob,https://havells.com/home-appliances/chimney-hob-cooktop/hob/centuro-3b-80-t-ai-auto-ignit-hob-3-burner-ghkbhask000.html,,Standard,SKUGHKBHASK000,54495.00,29795.00,N/A,N/A,"Key Features 8 mm thick Toughened glass : Protects glass top from breakage Triple Ring Full Brass Burner : More Durable, Longer Performance Enameled Drip Tray : For convenient cleaning of any spillage Heavy Cast Iron pan Support : Suitable for Indian Kitchen Heavy Utensil Needs",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghkbhask000.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,hob,https://havells.com/home-appliances/chimney-hob-cooktop/hob/centuro-4b-80-t-ai-auto-ignit-hob-4-burner-ghkbhatk000.html,,Standard,SKUGHKBHATK000,65595.00,34895.00,N/A,N/A,"Key Features 8 mm thick Toughened glass : Protects glass top from breakage Triple Ring Full Brass Burner : More Durable, Longer Performance Enameled Drip Tray : For convenient cleaning of any spillage Heavy Cast Iron pan Support : Suitable for Indian Kitchen Heavy Utensil Needs",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghkbhatk000_1_.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,hob,https://havells.com/home-appliances/chimney-hob-cooktop/hob/centuro-timer-4b-80-t-ai-timer-hob-4-burner-ghkbhauk000.html,,Standard,SKUGHKBHAUK000,90895.00,48695.00,N/A,N/A,"Key Features Individual Timer : Individual Timer for Each Burner Triple Ring Full Brass Burner : More Durable, Longer Performance 8 mm thick Toughened glass : Protects glass top from breakage Enameled Drip Tray : For convenient cleaning of any spillage",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/e/centuro_timer_2.jpg,N/A,N/A,N/A,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,cooktop,https://havells.com/home-appliances/chimney-hob-cooktop/cooktop/calore-2-burner-ghkgcbxk0.html,,Standard,SKUGHKGCBXK0,10495.00,5300.00,N/A,N/A,"Key Features 6 mm thick toughened glass for protection any breake issue Premium quality valve for 5x life, Precise Flame Control 5 Year warranty on valves, glass & Forged Brass Burner More durable longer performance High quality forged brass burner More refined flame intensity handling Sturdy pan support for utensil stability Removable drip tray Convenient handling of any Spillage",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/a/calore_2b.png,N/A,N/A,5 Year warranty,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,cooktop,https://havells.com/home-appliances/chimney-hob-cooktop/cooktop/calore-3-burner-ghkgcbyk0.html,,Standard,SKUGHKGCBYK0,15295.00,7740.00,N/A,N/A,"Key Features 6 mm thick toughened glass for protection any breake issue Premium quality valve for 5x life, Precise Flame Control 5 Year warranty on valves, glass & forged brass burner High quality forged brass burner More refined flame intensity handling Sturdy pan support for utensil Stability Removable drip tray Convenient handling of any spillage",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/a/calore-3b.jpg,N/A,N/A,5 Year warranty,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,cooktop,https://havells.com/home-appliances/chimney-hob-cooktop/cooktop/calore-4-burner-ghkgcbzk0.html,,Standard,SKUGHKGCBZK0,18495.00,9370.00,N/A,N/A,"Key Features 6 mm thick toughened glass for protection any breake issue Premium quality valve for 5x life, Precise Flame Control 5 Year warranty on valves, glass & forged brass burner High quality forged brass burner More refined flame intensity handling Sturdy pan support for utensil stability Removable drip tray : Convenient handling of any spillage",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/a/calore-4b.jpg,N/A,N/A,5 Year warranty,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,cooktop,https://havells.com/home-appliances/chimney-hob-cooktop/cooktop/contour-2-burner-ghkgcamk000.html,,Standard,SKUGHKGCAMK000,11995.00,6995.00,N/A,N/A,"Key Features 8 mm Thick Toughened Glass : For protection any break issue 5X valve life : Premium quality valve for 5X life, Precise Flame Control Warranty : 5 Year Warranty on 8 mm toughened glass & Valves High Quality Brass Burner : More Durable Longer Performance",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/o/contour_2b_gas_stove_2.jpg,N/A,N/A,5 Year Warranty,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,cooktop,https://havells.com/home-appliances/chimney-hob-cooktop/cooktop/contour-3-burner-ghkgcank000.html,,Standard,SKUGHKGCANK000,17595.00,9995.00,N/A,N/A,"Key Features 8 mm Thick Toughened Glass : For protection any break issue 5X valve life : Premium quality valve for 5X life, Precise Flame Control Warranty : 5 Year Warranty on 8 mm toughened glass & Valves High Quality Brass Burner : More Durable Longer Performance",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/o/contour_3b_gas_stove_1.jpg,N/A,N/A,5 Year Warranty,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,cooktop,https://havells.com/home-appliances/chimney-hob-cooktop/cooktop/contour-4-burner-ghkgcapk000.html,,Standard,SKUGHKGCAPK000,19995.00,11895.00,N/A,N/A,"Key Features 8 mm Thick Toughened Glass : For protection any break issue 5X valve life : Premium quality valve for 5X life, Precise Flame Control Warranty : 5 Year Warranty on 8 mm toughened glass & Valves High Quality Brass Burner : More Durable Longer Performance",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/o/contour_4b_gas_stove_1.jpg,N/A,N/A,5 Year Warranty,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,cooktop,https://havells.com/home-appliances/chimney-hob-cooktop/cooktop/nucleus-2-burner-ghkgcaak000.html,,Standard,SKUGHKGCAAK000,13995.00,8295.00,N/A,N/A,"Key Features 8 mm Thick Toughened Glass : For protection any break issue 5X valve life : Premium quality valve for 5X life, Precise Flame Control 5 Year Warranty : 5 Year Warranty on Valves, glass & Brass Burner High Quality Forged Brass Burner : More Durable Longer Performance",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/n/e/necleus_2b_gas_stove_1.jpg,N/A,N/A,5 Year Warranty,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,cooktop,https://havells.com/home-appliances/chimney-hob-cooktop/cooktop/nucleus-4-burner-ghkgcack000.html,,Standard,SKUGHKGCACK000,25995.00,14195.00,N/A,N/A,"Key Features 8 mm Thick Toughened Glass : For protection any break issue 5X valve life : Premium quality valve for 5X life, Precise Flame Control 5 Year Warranty : 5 Year Warranty on Valves, glass & Brass Burner High Quality Forged Brass Burner : More Durable Longer Performance",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/n/e/necleus_4b_gas_stove_1.jpg,N/A,N/A,5 Year Warranty,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,cooktop,https://havells.com/home-appliances/chimney-hob-cooktop/cooktop/nucleus-4b-autoignition-cooktop-ghkgcaqk000.html,,Standard,SKUGHKGCAQK000,28395.00,16095.00,N/A,N/A,"Key Features Auto Ignition : Push Button Auto Ignition for complete convenience 8 mm Thick Toughened Glass : For protection any break issue 5X valve life : Premium quality valve for 5X life, Precise Flame Control 5 Year Warranty : 5 Year Warranty on Valves, glass & Brass Burner",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/n/e/necleus_4b_auto_1.jpg,N/A,N/A,5 Year Warranty,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,cooktop,https://havells.com/home-appliances/chimney-hob-cooktop/cooktop/hexa-cooktop-3-burner-auto-ignition-ghkgcavk000.html,,Standard,SKUGHKGCAVK000,31895.00,17695.00,N/A,N/A,"Key Features Knob Integrated Auto Ignition : Auto Ignition function built in within knob itself 8 mm Thick Toughened Glass : For protection any break issue 5X valve life : Premium quality valve for 5X life, Precise Flame Control 5 Year Warranty : 5 Year Warranty on Valves, glass & Brass Burner",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/h/e/hexa_3b_auto_1.jpg,N/A,N/A,5 Year Warranty,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
Havells,Kitchen_Appliances,cooktop,https://havells.com/home-appliances/chimney-hob-cooktop/cooktop/hexa-cooktop-4-burner-auto-ignition-ghkgcawk000.html,,Standard,SKUGHKGCAWK000,38295.00,20395.00,N/A,N/A,"Key Features Knob Integrated Auto Ignition : Auto Ignition function built in within knob itself 8 mm Thick Toughened Glass : For protection any break issue 5X valve life : Premium quality valve for 5X life, Precise Flame Control 5 Year Warranty : 5 Year Warranty on Valves, glass & Brass Burner",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/h/e/hexa_4b_auto_1.jpg,N/A,N/A,5 Year Warranty,N/A,"ISI, isi, ul, ce, Ce, CE",onsWashing,India,N/A
